source,label,rules,sentence
'Mbere_Ottomane,tarantino,english_text,"Shaw, History of the Ottoman Empire and Modern Turkey, 2 voll., C.U.P., Cambridge 1976 (traduz. italiana parziale in A."
'Mbere_Ottomane,tarantino,citation_shape;english_text,"Itzkowitz, Ottoman Empire and Islamic Tradition, The University of Chicago Press, London-Chocago 1972 Download Ottomane Immagine ""'Mbere Ottomane Immagine"" Osservatorie sus a le Balcane Osmanlılar (le Ottomane) sus ô site Turchia."
'Mberie,tarantino,template_boilerplate,Uicchimedie Commons tène files multimediale sus Imperia
'Ngeclopedije,tarantino,isbn_doi;citation_shape;english_text,"Collison, Robert, Encyclopaedias: Their History Throughout the Ages, 2nd ed. (New York, London: Hafner, 1966) Darnton, Robert, The business of enlightenment: a publishing history of the Encyclopédie, 1775-1800 (Cambridge: Belknap Press, 1979) ISBN 0-674-08785-2 Kafker, Frank A. (ed.), Notable encyclopedias of the seventeenth and eighteenth centuries: nine predecessors of the Encyclopédie (Oxford: Voltaire Foundation, 1981) ISBN Kafker, Frank A. (ed.), Notable encyclopedias of the late eighteenth century: eleven successors of the Encyclopédie (Oxford: Voltaire Foundation, 1994) ISBN Tega, W. (ed.), L'unità del sapere e l'ideale enciclopedico nel pensiero moderno (Bologna: il Mulino, 1983) Walsh, S."
'Ngeclopedije,tarantino,citation_shape;english_text,"Padraig, Anglo-American general encyclopedias: a historical bibliography, 1703-1967 (New York: Bowker, 1968, 270 pp.) Includes an historical bibliography, arranged alphabetically, with brief notes on the history of many encyclopedias; a chronology; indexes by editor and publisher; bibliography; and 18 pages of notes from a 1965 American Library Association symposium on encyclopedias."
'Ngeclopedije,tarantino,url_metadata,"Appleton and Company) (FI)  Nordisk Familjebok - Konversationslexikon och Realencyklopedi, 1876-1926 (DE)  Meyers Konversations-Lexikon 4ª ed. 1885-1892 (EN)  Encyclopædia Britannica, 11º ediziune (1911) jndr'ô site LoveToKnow"
'Omar_ibn_al-Khattāb,tarantino,citation_shape,"Donner, Fred, Le prime Conguiste Islamiche, Princeton University Press, 1981."
'Omar_ibn_al-Khattāb,tarantino,citation_shape,"Guillaume, A., 'A vite de Maometto, Oxford University Press, 1955."
'Omar_ibn_al-Khattāb,tarantino,citation_shape,"Madelung, Wilferd, 'A successione de Muhammad, Cambridge University Press, 1997."
'Omar_ibn_al-Khattāb,tarantino,citation_shape,"""G.LeviDellaVida e M.Bonner ""Umar"" in 'Ngeclopedije de l'Islam CD-ROM Edition v. 1.0, Koninklijke Brill NV, Leiden, The Netherlands 1999"" Previte-Orton, C. W (1971)."
'Omar_ibn_al-Khattāb,tarantino,template_boilerplate,The Shorter Cambridge Medieval History.
'Omar_ibn_al-Khattāb,tarantino,url_metadata;english_text,"(EN)  The Caliphate, its rise, decline and fall, de William Muir Capitole I, 11 A.H., Death of Mohammad, Election of Abu Bekr, 'Omar, 'Ali, Abu 'Obeida Janine et Dominique Sourdel, Dictionnaire historique de l'islam, Éd."
'Omar_ibn_al-Khattāb,tarantino,isbn_doi,"PUF, Template:ISBN Tabari, La Chronique (Volume II), Actes-Sud Template:ISBN"
'U_Cairo,tarantino,isbn_doi;citation_shape,"Giulio Girardi, presbitere, felosofe, teologhe Ayman al-Zawahiri militande terroriste funnamendaliste islameche sunnite Naguib Mahfouz, Pistèrule d'u mortaije, collane Universale Economeche Feltrinelli, Feltrinelli, 2000,  pp. 251 pp., 35 capp., ISBN 978-88-07-81119-7."
'U_Cairo,tarantino,isbn_doi;citation_shape,"Vatteroni, collane Nuève narrative Newton, Newton Compton, Rome, 2008,  pp. 126 pp., ISBN 978-88-541-1151-6."
'U_Cairo,tarantino,isbn_doi;citation_shape,"Le stradère d'u Cairo se raccundane, traduziune de Ernesto Pagano, collane Altriarabi, il Sirente, Fagnano Alto, 2008,  pp. 216 pp., 58 capp., ISBN 978-88-87847-14-7."
1801,tarantino,template_boilerplate,'U 1801 (MDCCCI jndr'à le numere romane) jè 'n'anne  d'u XIX sechele.
1801,tarantino,template_boilerplate,Uicchimedie Commons tène files multimediale sus 1801
1802,tarantino,template_boilerplate,'U 1802 (MDCCCII jndr'à le numere romane) jè 'n'anne  d'u XIX sechele.
1802,tarantino,template_boilerplate,Uicchimedie Commons tène files multimediale sus 1802
1803,tarantino,template_boilerplate,'U 1803 (MDCCCIII jndr'à le numere romane) jè 'n'anne  d'u XIX sechele.
1803,tarantino,template_boilerplate,Uicchimedie Commons tène files multimediale sus 1803
1804,tarantino,template_boilerplate,'U 1804 (MDCCCIV jndr'à le numere romane) jè 'n'anne bisestile d'u XIX sechele.
1804,tarantino,template_boilerplate,Uicchimedie Commons tène files multimediale sus 1804
1805,tarantino,template_boilerplate,'U 1805 (MDCCCV jndr'à le numere romane) jè 'n'anne  d'u XIX sechele.
1805,tarantino,template_boilerplate,Uicchimedie Commons tène files multimediale sus 1805
1809,tarantino,template_boilerplate,'U 1809 (MDCCCIX jndr'à le numere romane) jè 'n'anne  d'u XIX sechele.
1809,tarantino,template_boilerplate,Uicchimedie Commons tène files multimediale sus 1809
1901,tarantino,template_boilerplate,'U 1901 (MCMI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1902,tarantino,template_boilerplate,'U 1902 (MCMII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1903,tarantino,template_boilerplate,'U 1903 (MCMIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1904,tarantino,template_boilerplate,'U 1904 (MCMIV jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1905,tarantino,template_boilerplate,'U 1905 (MCMV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1906,tarantino,template_boilerplate,'U 1906 (MCMVI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1907,tarantino,template_boilerplate,'U 1907 (MCMVII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1908,tarantino,template_boilerplate,'U 1908 (MCMVIII jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1909,tarantino,template_boilerplate,'U 1909 (MCMIX jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1910,tarantino,template_boilerplate,'U 1910 (MCMX jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1911,tarantino,template_boilerplate,'U 1911 (MCMXI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1912,tarantino,template_boilerplate,'U 1912 (MCMXII jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1913,tarantino,template_boilerplate,'U 1913 (MCMXIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1914,tarantino,template_boilerplate,'U 1914 (MCMXIV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1915,tarantino,template_boilerplate,'U 1915 (MCMXV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1916,tarantino,template_boilerplate,'U 1916 (MCMXVI jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1917,tarantino,template_boilerplate,'U 1917 (MCMXVII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1918,tarantino,template_boilerplate,'U 1918 (MCMXVIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1919,tarantino,template_boilerplate,'U 1919 (MCMXIX jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1920,tarantino,template_boilerplate,'U 1920 (MCMXX jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1921,tarantino,template_boilerplate,'U 1921 (MCMXXI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1922,tarantino,template_boilerplate,'U 1922 (MCMXXII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1923,tarantino,template_boilerplate,'U 1923 (MCMXXIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1924,tarantino,template_boilerplate,'U 1924 (MCMXXIV jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1925,tarantino,template_boilerplate,'U 1925 (MCMXXV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1926,tarantino,template_boilerplate,'U 1926 (MCMXXVI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1927,tarantino,template_boilerplate,'U 1927 (MCMXXVII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1928,tarantino,template_boilerplate,'U 1928 (MCMXXVIII jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1929,tarantino,template_boilerplate,'U 1929 (MCMXXIX jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1930,tarantino,template_boilerplate,'U 1930 (MCMXXX jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1931,tarantino,template_boilerplate,'U 1931 (MCMXXXI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1932,tarantino,template_boilerplate,'U 1932 (MCMXXXII jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1933,tarantino,template_boilerplate,'U 1933 (MCMXXXIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1934,tarantino,template_boilerplate,'U 1934 (MCMXXXIV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1935,tarantino,template_boilerplate,'U 1935 (MCMXXXV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1936,tarantino,template_boilerplate,'U 1936 (MCMXXXVI jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1937,tarantino,template_boilerplate,'U 1937 (MCMXXXVII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1938,tarantino,template_boilerplate,'U 1938 (MCMXXXVIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1939,tarantino,template_boilerplate,'U 1939 (MCMXXXIX jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1940,tarantino,template_boilerplate,'U 1940 (MCMXL jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1941,tarantino,template_boilerplate,'U 1941 (MCMXLI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1942,tarantino,template_boilerplate,'U 1942 (MCMXLII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1943,tarantino,template_boilerplate,'U 1943 (MCMXLIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1944,tarantino,template_boilerplate,'U 1944 (MCMXLIV jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1946,tarantino,template_boilerplate,'U 1946 (MCMXLVI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1947,tarantino,template_boilerplate,'U 1947 (MCMXLVII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1948,tarantino,template_boilerplate,'U 1948 (MCMXLVIII jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1949,tarantino,template_boilerplate,'U 1949 (MCMXLIX jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1950,tarantino,template_boilerplate,'U 1950 (MCML jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1951,tarantino,template_boilerplate,'U 1951 (MCMLI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1952,tarantino,template_boilerplate,'U 1952 (MCMLII jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1953,tarantino,template_boilerplate,'U 1953 (MCMLIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1954,tarantino,template_boilerplate,'U 1954 (MCMLIV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1955,tarantino,template_boilerplate,'U 1955 (MCMLV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1956,tarantino,template_boilerplate,'U 1956 (MCMLVI jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1957,tarantino,template_boilerplate,'U 1957 (MCMLVII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1958,tarantino,template_boilerplate,'U 1958 (MCMLVIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1959,tarantino,template_boilerplate,'U 1959 (MCMLIX jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1960,tarantino,template_boilerplate,'U 1960 (MCMLX jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1961,tarantino,template_boilerplate,'U 1961 (MCMLXI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1962,tarantino,template_boilerplate,'U 1962 (MCMLXII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1963,tarantino,template_boilerplate,'U 1963 (MCMLXIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1964,tarantino,template_boilerplate,'U 1964 (MCMLXIV jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1965,tarantino,template_boilerplate,'U 1965 (MCMLXV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1966,tarantino,template_boilerplate,'U 1966 (MCMLXVI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1967,tarantino,template_boilerplate,'U 1967 (MCMLXVII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1968,tarantino,template_boilerplate,'U 1968 (MCMLXVIII jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1969,tarantino,template_boilerplate,'U 1969 (MCMLXIX jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1970,tarantino,template_boilerplate,'U 1970 (MCMLXX jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1971,tarantino,template_boilerplate,'U 1971 (MCMLXXI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1972,tarantino,template_boilerplate,'U 1972 (MCMLXXII jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1973,tarantino,template_boilerplate,'U 1973 (MCMLXXIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1974,tarantino,template_boilerplate,'U 1974 (MCMLXXIV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1975,tarantino,template_boilerplate,'U 1975 (MCMLXXV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1976,tarantino,template_boilerplate,'U 1976 (MCMLXXVI jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1977,tarantino,template_boilerplate,'U 1977 (MCMLXXVII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1978,tarantino,template_boilerplate,'U 1978 (MCMLXXVIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1979,tarantino,template_boilerplate,'U 1979 (MCMLXXIX jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1980,tarantino,template_boilerplate,'U 1980 (MCMLXXX jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1981,tarantino,template_boilerplate,'U 1981 (MCMLXXXI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1982,tarantino,template_boilerplate,'U 1982 (MCMLXXXII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1983,tarantino,template_boilerplate,'U 1983 (MCMLXXXIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1984,tarantino,template_boilerplate,'U 1984 (MCMLXXXIV jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1985,tarantino,template_boilerplate,'U 1985 (MCMLXXXV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1985,tarantino,english_text,Premie Nobel pè 'a pace: International Physicians for the Prevention of Nuclear War Premie Nobel pè 'a letterature: Claude Simon Premie Nobel pè 'a medicine: Michael Stuart Brown e Joseph L.
1986,tarantino,template_boilerplate,'U 1986 (MCMLXXXVI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1987,tarantino,template_boilerplate,'U 1987 (MCMLXXXVII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1988,tarantino,template_boilerplate,'U 1988 (MCMLXXXVIII jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1989,tarantino,template_boilerplate,'U 1989 (MCMLXXXIX jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1989,tarantino,citation_fragment,Michael Bishop e Harold E.
1990,tarantino,template_boilerplate,'U 1990 (MCMXC jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1991,tarantino,template_boilerplate,'U 1991 (MCMXCI jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1992,tarantino,template_boilerplate,'U 1992 (MCMXCII jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1993,tarantino,template_boilerplate,'U 1993 (MCMXCIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1994,tarantino,template_boilerplate,'U 1994 (MCMXCIV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1995,tarantino,template_boilerplate,'U 1995 (MCMXCV jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1995,tarantino,template_boilerplate,Uicchimedie Commons tène files multimediale sus 1995
1996,tarantino,template_boilerplate,'U 1996 (MCMXCVI jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
1997,tarantino,template_boilerplate,'U 1997 (MCMXCVII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1998,tarantino,template_boilerplate,'U 1998 (MCMXCVIII jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
1999,tarantino,template_boilerplate,'U 1999 (MCMXCIX jndr'à le numere romane) jè 'n'anne  d'u XX sechele.
2000,tarantino,template_boilerplate,'U 2000 (MM jndr'à le numere romane) jè 'n'anne bisestile d'u XX sechele.
2001,tarantino,template_boilerplate,'U 2001 (MMI jndr'à le numere romane) jè 'n'anne  d'u XXI sechele.
2002,tarantino,template_boilerplate,'U 2002 (MMII jndr'à le numere romane) jè 'n'anne  d'u XXI sechele.
2003,tarantino,template_boilerplate,'U 2003 (MMIII jndr'à le numere romane) jè 'n'anne  d'u XXI sechele.
2004,tarantino,template_boilerplate,'U 2004 (MMIV jndr'à le numere romane) jè 'n'anne bisestile d'u XXI sechele.
2005,tarantino,template_boilerplate,'U 2005 (MMV jndr'à le numere romane) jè 'n'anne  d'u XXI sechele.
2006,tarantino,template_boilerplate,'U 2006 (MMVI jndr'à le numere romane) jè 'n'anne  d'u XXI sechele.
2007,tarantino,template_boilerplate,'U 2007 (MMVII jndr'à le numere romane) jè 'n'anne  d'u XXI sechele.
2008,tarantino,template_boilerplate,'U 2008 (MMVIII jndr'à le numere romane) jè 'n'anne bisestile d'u XXI sechele.
2009,tarantino,template_boilerplate,'U 2009 (MMIX jndr'à le numere romane) jè 'n'anne  d'u XXI sechele.
2010,tarantino,template_boilerplate,'U 2010 (MMX jndr'à le numere romane) jè 'n'anne  d'u XXI sechele.
2011,tarantino,template_boilerplate,'U 2011 (MMXI jndr'à le numere romane) jè 'n'anne  d'u XXI sechele.
2012,tarantino,template_boilerplate,'U 2012 (MMXII jndr'à le numere romane) jè 'n'anne bisestile d'u XXI sechele.
2013,tarantino,template_boilerplate,'U 2013 (MMXIII jndr'à le numere romane) jè 'n'anne  d'u XXI sechele.
2014,tarantino,template_boilerplate,'U 2014 (MMXIV jndr'à le numere romane) jè 'n'anne  d'u XXI sechele.
